0	0	78	1725
1	0	123	2806
2	0	98	1303
3	0	102	1686
4	0	139	3810
5	0	81	919
6	0	109	1240
7	0	85	734
8	0	82	636
9	0	90	1418
10	0	112	1078
11	0	120	20689
12	0	124	3883
13	0	69	9183
14	0	97	1915
15	0	146	1381
16	0	97	862
17	0	82	743
18	0	82	1165
19	0	115	2231
20	0	122	5384
21	0	87	1236
22	0	112	1404
23	0	80	923
24	0	135	1727
25	0	113	2283
26	0	111	845
27	0	103	3812
28	0	113	1606
29	0	62	829
30	0	112	1914
31	0	91	791
32	0	66	933
33	0	113	908
34	0	102	732
35	0	79	5104
36	0	94	913
37	0	119	1468
38	0	94	804
39	0	91	1293
40	0	72	609
41	0	90	1030
42	0	106	1506
43	0	93	1321
44	0	88	1264
45	0	88	1325
46	0	119	1496
47	0	101	1435
48	0	114	1305
49	0	89	639
50	0	139	4215
51	0	131	8944
52	0	96	1774
53	0	131	3859
54	0	116	2220
55	0	78	839
56	0	45	651
57	0	85	2837
58	0	88	681
59	0	106	2989
60	0	70	569
61	0	117	1220
62	0	89	6426
63	0	102	938
64	0	115	975
65	0	123	1341
66	0	108	1770
67	0	80	890
68	0	120	869
69	0	96	943
70	0	90	1090
71	0	108	3666
72	0	99	2467
73	0	81	2391
74	0	124	1884
75	0	99	1246
76	0	106	1160
77	0	66	634
78	0	90	1107
79	0	96	767
80	0	93	1115
81	0	156	2216
82	0	87	38006
83	0	132	1275
84	0	162	1425
85	0	102	1641
86	0	81	1151
87	0	69	6342
88	0	107	2224
89	0	81	1425
90	0	128	2881
91	0	85	1667
92	0	96	2554
93	0	97	927
94	0	94	1363
95	0	116	1648
96	0	111	1182
97	0	94	1086
98	0	72	524
99	0	95	1181
100	0	127	2797
101	0	92	729
102	0	74	1966
103	0	110	2189
104	0	105	2191
105	0	77	1873
106	0	134	1565
107	0	106	1415
108	0	106	1506
109	0	95	1070
110	0	73	2058
111	0	107	1521
112	0	119	2366
113	0	89	1104
114	0	123	1364
115	0	124	3241
116	0	82	915
117	0	108	1576
118	0	82	1799
119	0	109	1611
120	0	105	957
121	0	138	1308
122	0	123	2708
123	0	88	1693
124	0	121	1138
125	0	106	1711
126	0	76	626
127	0	101	6611
128	0	86	939
129	0	109	1319
130	0	100	956
131	0	79	875
132	0	116	1100
133	0	113	2899
134	0	102	767
135	0	122	1511
136	0	82	769
137	0	88	2147
138	0	103	843
139	0	100	1432
140	0	110	14075
141	0	98	1378
142	0	122	4765
143	0	140	52703
144	0	113	1601
145	0	101	1126
146	0	131	1861
147	0	84	620
148	0	132	1333
149	0	114	1253
150	0	141	1832
151	0	78	1108
152	0	104	1653
153	0	117	1636
154	0	138	2001
155	0	68	972
156	0	101	1601
157	0	129	1645
158	0	122	8573
159	0	83	1274
160	0	90	1145
161	0	54	10752
162	0	54	681
163	0	92	1738
164	0	109	1094
165	0	98	1392
166	0	143	1491
167	0	103	2309
168	0	111	2194
169	0	103	1475
170	0	80	1010
171	0	94	1613
172	0	95	1350
173	0	61	579
174	0	105	1492
175	0	95	1489
176	0	111	1942
177	0	59	786
178	0	73	1505
179	0	132	2057
180	0	98	1963
181	0	82	1506
182	0	86	26494
183	0	137	1819
184	0	105	1214
185	0	85	2470
186	0	108	898
187	0	98	1709
188	0	110	1563
189	0	113	4865
190	0	84	1193
191	0	101	3711
192	0	103	1463
193	0	103	1201
194	0	94	787
195	0	105	1898
196	0	112	1743
197	0	101	1787
198	0	105	916
199	0	90	1279
